a,curr,opp_name,game_result,pts,opp_pts,wins,losses,game_streak
1405,MIN,Milwaukee Bucks,W,113,108,3,1,W 1
1406,MIN,Denver Nuggets,L,91,93,3,2,L 1
1407,MIN,Orlando Magic,L,97,115,3,3,L 2
1408,MIN,Los Angeles Clippers,L,115,126,3,4,L 3
1409,MIN,Los Angeles Clippers,L,84,104,3,5,L 4
1410,MIN,Memphis Grizzlies,L,118,125,3,6,L 5
1411,MIN,Golden State Warriors,L,110,123,3,7,L 6
1412,MIN,Los Angeles Lakers,W,107,83,4,7,W 1
1413,MIN,Los Angeles Clippers,L,102,129,4,8,L 1
1414,MIN,Phoenix Suns,L,96,99,4,9,L 2
1415,MIN,Sacramento Kings,W,107,97,5,9,W 1
1416,MIN,San Antonio Spurs,W,115,90,6,9,W 2
1417,MIN,Memphis Grizzlies,W,138,95,7,9,W 3
1418,MIN,New Orleans Pelicans,W,110,96,8,9,W 4
1419,MIN,Miami Heat,W,113,101,9,9,W 5
1420,MIN,Charlotte Hornets,L,115,133,9,10,L 1
1421,MIN,Philadelphia 76ers,W,121,120,10,10,W 1
1422,MIN,Indiana Pacers,W,100,98,11,10,W 2
1423,MIN,Washington Wizards,L,107,115,11,11,L 1
1424,MIN,Brooklyn Nets,L,105,110,11,12,L 2
1425,MIN,Atlanta Hawks,L,110,121,11,13,L 3
1426,MIN,Utah Jazz,L,104,136,11,14,L 4
1427,MIN,Cleveland Cavaliers,L,106,123,11,15,L 5
1428,MIN,Portland Trail Blazers,W,116,111,12,15,W 1
1429,MIN,Denver Nuggets,W,124,107,13,15,W 2
1430,MIN,Los Angeles Lakers,W,110,92,14,15,W 3
1431,MIN,Dallas Mavericks,W,111,105,15,15,W 4
1432,MIN,Dallas Mavericks,L,102,114,15,16,L 1
1433,MIN,Utah Jazz,L,116,128,15,17,L 2
1434,MIN,Boston Celtics,W,108,103,16,17,W 1
1435,MIN,New York Knicks,L,88,96,16,18,L 1
1436,MIN,Utah Jazz,L,108,120,16,19,L 2
1437,MIN,Los Angeles Lakers,L,103,108,16,20,L 3
1438,MIN,Los Angeles Clippers,W,122,104,17,20,W 1
1439,MIN,Oklahoma City Thunder,W,98,90,18,20,W 2
1440,MIN,Oklahoma City Thunder,W,135,105,19,20,W 3
1441,MIN,Houston Rockets,W,141,123,20,20,W 4
1442,MIN,New Orleans Pelicans,L,125,128,20,21,L 1
1443,MIN,Memphis Grizzlies,L,108,116,20,22,L 2
1444,MIN,Golden State Warriors,W,119,99,21,22,W 1
1445,MIN,New York Knicks,W,112,110,22,22,W 2
1446,MIN,Atlanta Hawks,L,122,134,22,23,L 1
1447,MIN,Brooklyn Nets,W,136,125,23,23,W 1
1448,MIN,Portland Trail Blazers,W,109,107,24,23,W 2
1449,MIN,Golden State Warriors,L,115,124,24,24,L 1
1450,MIN,Phoenix Suns,L,124,134,24,25,L 2
1451,MIN,Utah Jazz,W,126,106,25,25,W 1
1452,MIN,Denver Nuggets,W,130,115,26,25,W 2
1453,MIN,Detroit Pistons,W,128,117,27,25,W 3
1454,MIN,Detroit Pistons,W,118,105,28,25,W 4
1455,MIN,Sacramento Kings,W,134,114,29,25,W 5
1456,MIN,Sacramento Kings,L,119,132,29,26,L 1
1457,MIN,Chicago Bulls,L,122,134,29,27,L 2
1458,MIN,Indiana Pacers,W,129,120,30,27,W 1
1459,MIN,Charlotte Hornets,W,126,120,31,27,W 2
1460,MIN,Toronto Raptors,L,91,103,31,28,L 1
1461,MIN,Memphis Grizzlies,W,119,114,32,28,W 1
1462,MIN,Philadelphia 76ers,L,102,133,32,29,L 1
1463,MIN,Cleveland Cavaliers,W,127,122,33,29,W 1
1464,MIN,Golden State Warriors,W,129,114,34,29,W 2
1465,MIN,Oklahoma City Thunder,W,138,101,35,29,W 3
1466,MIN,Portland Trail Blazers,W,135,121,36,29,W 4
1467,MIN,Portland Trail Blazers,W,124,81,37,29,W 5
1468,MIN,Oklahoma City Thunder,W,132,102,38,29,W 6
1469,MIN,Orlando Magic,L,110,118,38,30,L 1
1470,MIN,Miami Heat,W,113,104,39,30,W 1
1471,MIN,San Antonio Spurs,W,149,139,40,30,W 2
1472,MIN,Los Angeles Lakers,W,124,104,41,30,W 3
1473,MIN,Milwaukee Bucks,W,138,119,42,30,W 4
1474,MIN,Dallas Mavericks,L,108,110,42,31,L 1
1475,MIN,Phoenix Suns,L,116,125,42,32,L 2
1476,MIN,Dallas Mavericks,W,116,95,43,32,W 1
1477,MIN,Boston Celtics,L,112,134,43,33,L 1
1478,MIN,Toronto Raptors,L,102,125,43,34,L 2
1479,MIN,Denver Nuggets,W,136,130,44,34,W 1
1480,MIN,Houston Rockets,W,139,132,45,34,W 2
1481,MIN,Washington Wizards,L,114,132,45,35,L 1
1482,MIN,San Antonio Spurs,W,127,121,46,35,W 1
1483,MIN,Chicago Bulls,L,120,124,46,36,L 1
1484,MIN,Los Angeles Clippers,W,109,104,47,36,W 1
1485,NOP,Philadelphia 76ers,L,97,117,0,1,L 1
1486,NOP,Chicago Bulls,L,112,128,0,2,L 2
1487,NOP,Minnesota Timberwolves,L,89,96,0,3,L 3
1488,NOP,Minnesota Timberwolves,W,107,98,1,3,W 1
1489,NOP,Atlanta Hawks,L,99,102,1,4,L 1
1490,NOP,Sacramento Kings,L,109,113,1,5,L 2
1491,NOP,New York Knicks,L,117,123,1,6,L 3
1492,NOP,Phoenix Suns,L,100,112,1,7,L 4
1493,NOP,Sacramento Kings,L,99,112,1,8,L 5
1494,NOP,Golden State Warriors,L,85,126,1,9,L 6
1495,NOP,Dallas Mavericks,L,92,108,1,10,L 7
1496,NOP,Oklahoma City Thunder,L,100,108,1,11,L 8
1497,NOP,Brooklyn Nets,L,112,120,1,12,L 9
1498,NOP,Memphis Grizzlies,W,112,101,2,12,W 1
1499,NOP,Washington Wizards,L,100,105,2,13,L 1
1500,NOP,Miami Heat,L,98,113,2,14,L 2
1501,NOP,Los Angeles Clippers,W,94,81,3,14,W 1
1502,NOP,Indiana Pacers,L,94,111,3,15,L 1
1503,NOP,Minnesota Timberwolves,L,96,110,3,16,L 2
1504,NOP,Washington Wizards,W,127,102,4,16,W 1
1505,NOP,Utah Jazz,W,98,97,5,16,W 2
1506,NOP,Utah Jazz,L,105,127,5,17,L 1
1507,NOP,Los Angeles Clippers,W,123,104,6,17,W 1
1508,NOP,Dallas Mavericks,L,107,139,6,18,L 1
1509,NOP,Dallas Mavericks,W,107,91,7,18,W 1
1510,NOP,Houston Rockets,L,108,118,7,19,L 1
1511,NOP,Denver Nuggets,L,114,120,7,20,L 2
1512,NOP,Detroit Pistons,W,109,93,8,20,W 1
1513,NOP,San Antonio Spurs,L,97,112,8,21,L 1
1514,NOP,Oklahoma City Thunder,W,113,110,9,21,W 1
1515,NOP,Milwaukee Bucks,W,116,112,10,21,W 2
1516,NOP,Portland Trail Blazers,W,111,97,11,21,W 3
1517,NOP,Orlando Magic,W,110,104,12,21,W 4
1518,NOP,Oklahoma City Thunder,L,112,117,12,22,L 1
1519,NOP,Cleveland Cavaliers,W,108,104,13,22,W 1
1520,NOP,Milwaukee Bucks,L,113,136,13,23,L 1
1521,NOP,Utah Jazz,L,104,115,13,24,L 2
1522,NOP,Phoenix Suns,L,110,123,13,25,L 3
1523,NOP,Golden State Warriors,W,101,96,14,25,W 1
1524,NOP,Toronto Raptors,L,101,105,14,26,L 1
1525,NOP,Minnesota Timberwolves,W,128,125,15,26,W 1
1526,NOP,Los Angeles Clippers,W,113,89,16,26,W 2
1527,NOP,Brooklyn Nets,L,105,120,16,27,L 1
1528,NOP,Boston Celtics,L,92,104,16,28,L 2
1529,NOP,New York Knicks,W,102,91,17,28,W 1
1530,NOP,Indiana Pacers,W,117,113,18,28,W 2
1531,NOP,Philadelphia 76ers,L,107,117,18,29,L 1
1532,NOP,Denver Nuggets,L,105,116,18,30,L 2
1533,NOP,Boston Celtics,L,97,107,18,31,L 3
1534,NOP,Cleveland Cavaliers,L,90,93,18,32,L 4
1535,NOP,Detroit Pistons,W,111,101,19,32,W 1
1536,NOP,Denver Nuggets,W,113,105,20,32,W 2
1537,NOP,Houston Rockets,W,120,107,21,32,W 3
1538,NOP,Houston Rockets,W,110,97,22,32,W 4
1539,NOP,Miami Heat,L,97,112,22,33,L 1
1540,NOP,San Antonio Spurs,L,114,124,22,34,L 2
1541,NOP,Toronto Raptors,W,120,90,23,34,W 1
1542,NOP,Memphis Grizzlies,L,109,121,23,35,L 1
1543,NOP,Dallas Mavericks,L,118,125,23,36,L 2
1544,NOP,Phoenix Suns,W,117,102,24,36,W 1
1545,NOP,Los Angeles Lakers,W,123,95,25,36,W 2
1546,NOP,Sacramento Kings,W,125,95,26,36,W 3
1547,NOP,Utah Jazz,W,124,90,27,36,W 4
1548,NOP,Denver Nuggets,L,130,138,27,37,L 1
1549,NOP,Memphis Grizzlies,L,111,132,27,38,L 2
1550,NOP,Orlando Magic,L,102,108,27,39,L 3
1551,NOP,Charlotte Hornets,L,120,142,27,40,L 4
1552,NOP,Houston Rockets,W,130,105,28,40,W 1
1553,NOP,Phoenix Suns,L,115,131,28,41,L 1
1554,NOP,San Antonio Spurs,W,124,91,29,41,W 1
1555,NOP,Atlanta Hawks,W,117,112,30,41,W 2
1556,NOP,Charlotte Hornets,L,103,106,30,42,L 1
1557,NOP,Chicago Bulls,W,126,109,31,42,W 1
1558,NOP,San Antonio Spurs,L,103,107,31,43,L 1
1559,NOP,Los Angeles Lakers,W,116,108,32,43,W 1
1560,NOP,Portland Trail Blazers,W,117,107,33,43,W 2
1561,NOP,Los Angeles Lakers,W,114,111,34,43,W 3
1562,NOP,Los Angeles Clippers,L,100,119,34,44,L 1
1563,NOP,Sacramento Kings,W,123,109,35,44,W 1
1564,NOP,Portland Trail Blazers,W,127,94,36,44,W 2
1565,NOP,Memphis Grizzlies,L,114,141,36,45,L 1
1566,NOP,Golden State Warriors,L,107,128,36,46,L 2
1567,NOP,San Antonio Spurs,W,113,103,37,46,W 1
1568,NOP,Los Angeles Clippers,W,105,101,38,46,W 2
1569,NYK,Boston Celtics,W,138,134,1,0,W 1
1570,NYK,Orlando Magic,W,121,96,2,0,W 2
1571,NYK,Orlando Magic,L,104,110,2,1,L 1
1572,NYK,Philadelphia 76ers,W,112,99,3,1,W 1
1573,NYK,Chicago Bulls,W,104,103,4,1,W 2
1574,NYK,New Orleans Pelicans,W,123,117,5,1,W 3
1575,NYK,Toronto Raptors,L,104,113,5,2,L 1
1576,NYK,Indiana Pacers,L,98,111,5,3,L 2
1577,NYK,Milwaukee Bucks,W,113,98,6,3,W 1
1578,NYK,Cleveland Cavaliers,L,109,126,6,4,L 1
1579,NYK,Philadelphia 76ers,W,103,96,7,4,W 1
1580,NYK,Milwaukee Bucks,L,100,112,7,5,L 1
1581,NYK,Charlotte Hornets,L,96,104,7,6,L 2
1582,NYK,Indiana Pacers,W,92,84,8,6,W 1
1583,NYK,Orlando Magic,L,98,104,8,7,L 1
1584,NYK,Houston Rockets,W,106,99,9,7,W 1
1585,NYK,Chicago Bulls,L,103,109,9,8,L 1
1586,NYK,Los Angeles Lakers,W,106,100,10,8,W 1
1587,NYK,Phoenix Suns,L,97,118,10,9,L 1
1588,NYK,Atlanta Hawks,W,99,90,11,9,W 1
1589,NYK,Brooklyn Nets,L,110,112,11,10,L 1
1590,NYK,Chicago Bulls,L,115,119,11,11,L 2
1591,NYK,Denver Nuggets,L,99,113,11,12,L 3
1592,NYK,San Antonio Spurs,W,121,109,12,12,W 1
1593,NYK,Indiana Pacers,L,102,122,12,13,L 1
1594,NYK,Toronto Raptors,L,87,90,12,14,L 2
1595,NYK,Milwaukee Bucks,L,97,112,12,15,L 3
1596,NYK,Golden State Warriors,L,96,105,12,16,L 4
1597,NYK,Houston Rockets,W,116,103,13,16,W 1
1598,NYK,Boston Celtics,L,107,114,13,17,L 1
1599,NYK,Detroit Pistons,W,105,91,14,17,W 1
1600,NYK,Washington Wizards,L,117,124,14,18,L 1
1601,NYK,Atlanta Hawks,W,101,87,15,18,W 1
1602,NYK,Minnesota Timberwolves,W,96,88,16,18,W 2
1603,NYK,Detroit Pistons,W,94,85,17,18,W 3
1604,NYK,Oklahoma City Thunder,L,80,95,17,19,L 1
1605,NYK,Toronto Raptors,L,105,120,17,20,L 2
1606,NYK,Indiana Pacers,W,104,94,18,20,W 1
1607,NYK,Boston Celtics,W,108,105,19,20,W 2
1608,NYK,Boston Celtics,L,75,99,19,21,L 1
1609,NYK,San Antonio Spurs,W,111,96,20,21,W 1
1610,NYK,Dallas Mavericks,W,108,85,21,21,W 2
1611,NYK,Atlanta Hawks,W,117,108,22,21,W 3
1612,NYK,Charlotte Hornets,L,87,97,22,22,L 1
1613,NYK,Minnesota Timberwolves,L,110,112,22,23,L 2
1614,NYK,New Orleans Pelicans,L,91,102,22,24,L 3
1615,NYK,Los Angeles Clippers,W,110,102,23,24,W 1
1616,NYK,Cleveland Cavaliers,L,93,95,23,25,L 1
1617,NYK,Miami Heat,L,96,110,23,26,L 2
1618,NYK,Milwaukee Bucks,L,108,123,23,27,L 3
1619,NYK,Sacramento Kings,W,116,96,24,27,W 1
1620,NYK,Memphis Grizzlies,L,108,120,24,28,L 1
1621,NYK,Los Angeles Lakers,L,115,122,24,29,L 2
1622,NYK,Utah Jazz,L,104,113,24,30,L 3
1623,NYK,Denver Nuggets,L,115,132,24,31,L 4
1624,NYK,Golden State Warriors,W,116,114,25,31,W 1
1625,NYK,Portland Trail Blazers,L,103,112,25,32,L 1
1626,NYK,Oklahoma City Thunder,L,123,127,25,33,L 2
1627,NYK,Brooklyn Nets,L,106,111,25,34,L 3
1628,NYK,Miami Heat,L,100,115,25,35,L 4
1629,NYK,Philadelphia 76ers,L,109,125,25,36,L 5
1630,NYK,Philadelphia 76ers,L,108,123,25,37,L 6
1631,NYK,Phoenix Suns,L,114,115,25,38,L 7
1632,NYK,Los Angeles Clippers,W,116,93,26,38,W 1
1633,NYK,Sacramento Kings,W,131,115,27,38,W 2
1634,NYK,Dallas Mavericks,W,107,77,28,38,W 3
1635,NYK,Memphis Grizzlies,L,114,118,28,39,L 1
1636,NYK,Brooklyn Nets,L,107,110,28,40,L 2
1637,NYK,Portland Trail Blazers,W,128,98,29,40,W 1
1638,NYK,Washington Wizards,W,100,97,30,40,W 2
1639,NYK,Utah Jazz,L,93,108,30,41,L 1
1640,NYK,Atlanta Hawks,L,111,117,30,42,L 2
1641,NYK,Charlotte Hornets,W,121,106,31,42,W 1
1642,NYK,Miami Heat,W,111,103,32,42,W 2
1643,NYK,Detroit Pistons,W,104,102,33,42,W 3
1644,NYK,Chicago Bulls,W,109,104,34,42,W 4
1645,NYK,Charlotte Hornets,L,114,125,34,43,L 1
1646,NYK,Cleveland Cavaliers,L,101,119,34,44,L 2
1647,NYK,Orlando Magic,W,118,88,35,44,W 1
1648,NYK,Brooklyn Nets,L,98,110,35,45,L 1
1649,NYK,Washington Wizards,W,114,92,36,45,W 1
1650,NYK,Toronto Raptors,W,105,94,37,45,W 2
1651,OKC,Utah Jazz,L,86,107,0,1,L 1
1652,OKC,Houston Rockets,L,91,124,0,2,L 2
1653,OKC,Philadelphia 76ers,L,103,115,0,3,L 3
1654,OKC,Golden State Warriors,L,98,106,0,4,L 4
1655,OKC,Los Angeles Lakers,W,123,115,1,4,W 1
1656,OKC,Golden State Warriors,L,82,103,1,5,L 1
1657,OKC,Los Angeles Clippers,L,94,99,1,6,L 2
1658,OKC,Los Angeles Lakers,W,107,104,2,6,W 1
1659,OKC,San Antonio Spurs,W,99,94,3,6,W 2
1660,OKC,New Orleans Pelicans,W,108,100,4,6,W 3
1661,OKC,Sacramento Kings,W,105,103,5,6,W 4
1662,OKC,Brooklyn Nets,L,96,120,5,7,L 1
1663,OKC,Miami Heat,L,90,103,5,8,L 2
1664,OKC,Houston Rockets,W,101,89,6,8,W 1
1665,OKC,Milwaukee Bucks,L,89,96,6,9,L 1
1666,OKC,Boston Celtics,L,105,111,6,10,L 2
1667,OKC,Atlanta Hawks,L,101,113,6,11,L 3
1668,OKC,Utah Jazz,L,104,110,6,12,L 4
1669,OKC,Washington Wizards,L,99,101,6,13,L 5
1670,OKC,Houston Rockets,L,89,102,6,14,L 6
1671,OKC,Houston Rockets,L,110,114,6,15,L 7
1672,OKC,Memphis Grizzlies,L,79,152,6,16,L 8
1673,OKC,Detroit Pistons,W,114,103,7,16,W 1
1674,OKC,Toronto Raptors,W,110,109,8,16,W 2
1675,OKC,Los Angeles Lakers,L,95,116,8,17,L 1
1676,OKC,Dallas Mavericks,L,84,103,8,18,L 2
1677,OKC,New Orleans Pelicans,L,110,113,8,19,L 3
1678,OKC,Los Angeles Clippers,W,104,103,9,19,W 1
1679,OKC,Memphis Grizzlies,W,102,99,10,19,W 2
1680,OKC,Denver Nuggets,W,108,94,11,19,W 3
1681,OKC,Phoenix Suns,L,101,113,11,20,L 1
1682,OKC,New Orleans Pelicans,W,117,112,12,20,W 1
1683,OKC,Sacramento Kings,L,111,117,12,21,L 1
1684,OKC,Phoenix Suns,L,97,115,12,22,L 2
1685,OKC,New York Knicks,W,95,80,13,22,W 1
1686,OKC,Dallas Mavericks,L,86,95,13,23,L 1
1687,OKC,Minnesota Timberwolves,L,90,98,13,24,L 2
1688,OKC,Minnesota Timberwolves,L,105,135,13,25,L 3
1689,OKC,Denver Nuggets,L,95,99,13,26,L 4
1690,OKC,Washington Wizards,L,118,122,13,27,L 5
1691,OKC,Brooklyn Nets,W,130,109,14,27,W 1
1692,OKC,Cleveland Cavaliers,L,102,107,14,28,L 1
1693,OKC,Dallas Mavericks,L,102,104,14,29,L 2
1694,OKC,San Antonio Spurs,L,96,118,14,30,L 3
1695,OKC,Charlotte Hornets,L,98,121,14,31,L 4
1696,OKC,Cleveland Cavaliers,L,87,94,14,32,L 5
1697,OKC,Chicago Bulls,L,110,111,14,33,L 6
1698,OKC,Indiana Pacers,L,110,113,14,34,L 7
1699,OKC,Portland Trail Blazers,W,98,81,15,34,W 1
1700,OKC,Dallas Mavericks,W,120,114,16,34,W 2
1701,OKC,Portland Trail Blazers,W,96,93,17,34,W 3
1702,OKC,Sacramento Kings,L,103,113,17,35,L 1
1703,OKC,Golden State Warriors,L,98,110,17,36,L 2
1704,OKC,Toronto Raptors,L,98,117,17,37,L 3
